id,nombre,cre_id,latitud,longitud
,SERVICIO PARQUE FUNDIDORA S.A. DE C.V.,PL/3133/EXP/ES/2015,25.67751,-100.4376
,SÚPER SERVICIO AURORA S.A. DE C.V.,PL/3086/EXP/ES/2015,19.67313,-99.23447
,ORSAN DEL NORTE S.A. DE C.V.,PL/2894/EXP/ES/2015,25.77972,-100.1222
,ESTACIÓN DE SERVICIOS LACHIGOLO S.A. DE C.V.,PL/2931/EXP/ES/2015,17.02603,-96.592
,ESTACIÓN DE SERVICIO BEE AKABICHE S.A. DE C.V.,PL/2983/EXP/ES/2015,16.80158,-97.07856
,SERVICIO GASOLINERO INTEGRAL MAYA S.A. DE C.V.,PL/3157/EXP/ES/2015,18.72624,-98.79124
,GRUPO CESCO DE LOS ALTOS S.A. DE C.V.,PL/2974/EXP/ES/2015,21.34962,-101.929
,ESTACIÓN DE SERVICIO UMBRÍA S.A. DE C.V.,PL/1505/EXP/ES/2015,19.37025,-99.29385
,LAS MEJORES ESTACIONES S.A DE C.V,PL/3043/EXP/ES/2015,20.6833,-100.4353
,OBSERVATORIO S. A.,PL/3154/EXP/ES/2015,19.4035,-99.19707
,OLEUM SERVICE S.A. DE C.V.,PL/2892/EXP/ES/2015,20.51331,-100.9321
,ADMINISTRADORA DEL COLORADO S. DE R. L. DE C. V.,PL/3000/EXP/ES/2015,32.65055,-115.4858
,LOS CUATES HERRERA S.A. DE C.V.,PL/3021/EXP/ES/2015,21.65619,-103.3282
,CONSORCIO GASOLINERA CENTRAL IV S.A. DE C.V.,PL/2951/EXP/ES/2015,19.37532,-99.07874
,ESTACIÓN ESCOBEDO S.A. DE C.V.,PL/3166/EXP/ES/2015,24.32307,-107.3625
,SERVICIO PRADO E HIJOS S.A. DE C.V.,PL/3175/EXP/ES/2015,19.18928,-100.2071
,SERVICIO OZULUAMA S.A. DE C.V.,PL/2948/EXP/ES/2015,21.68488,-97.85423
,MAYGAS S.A. DE C.V.,PL/3146/EXP/ES/2015,24.75575,-107.6908
,SERVICIO EL SOBERANO S.A. DE C.V.,PL/1816/EXP/ES/2015,19.61271,-99.05618
,SÚPER SERVICIO GASOLINERO DEL SUR S.A. DE C.V.,PL/2943/EXP/ES/2015,19.09892,-101.5075
,GASO INN S.A. DE C.V.,PL/2703/EXP/ES/2015,22.15391,-100.9815
,RÍO CHOIX S.A. DE C.V.,PL/3068/EXP/ES/2015,26.41051,-108.6295
,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,PL/3210/EXP/ES/2015,19.46712,-99.12436
,OLEUM GAS S.A. DE C.V.,PL/1383/EXP/ES/2015,16.7618,-93.13705
,SÚPER SERVICIO TABLA HONDA S.A. DE C.V.,PL/2000/EXP/ES/2015,19.55057,-99.18352
,SERVICIOS DEL PUERTO S.A. DE C.V.,PL/2903/EXP/ES/2015,31.02577,-114.8421
,TUGASOLINERA S.A. DE C.V.,PL/3006/EXP/ES/2015,24.81492,-107.4296
,PETRODERIVADOS SAN JORGE S.A. DE C.V.,PL/1506/EXP/ES/2015,26.92694,-105.6684
,GRUPO GASOLINERO DEL SUR S.A. DE C.V.,PL/1603/EXP/ES/2015,19.33418,-98.95351
,ESTACIÓN DE SERVICIO FERES S.A. DE C.V.,PL/2952/EXP/ES/2015,28.74884,-106.9076
,"ENERKOM CONSULTORIA EN ADMINISTRACION, S.A. DE C.V.",PL/3169/EXP/ES/2015,21.14502,-86.86171
,SERVICIO TAPIA S.A. DE C.V.,PL/2829/EXP/ES/2015,20.22041,-100.881
,PAULA PETRA ALLENDE CUADRA,PL/3044/EXP/ES/2015,19.7549,-98.92446
,SERVICIO DON LUIS S.A. DE C.V.,PL/3180/EXP/ES/2015,26.52242,-100.165
,GENSA AUTO SERVICIO EXPRESS S.A. DE C.V.,PL/2929/EXP/ES/2015,26.38877,-99.01734
,JUAN CARLOS PÉREZ MERELLES,PL/2972/EXP/ES/2015,19.27427,-99.66612
,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",PL/3020/EXP/ES/2015,25.68759,-100.2463
,SÚPER SERVICIO GASOLINERO DEL SUR S.A. DE C.V.,PL/3035/EXP/ES/2015,19.13699,-101.4715
,GENSA AUTO SERVICIO EXPRESS S.A. DE C.V.,PL/2722/EXP/ES/2015,25.77878,-100.2031
,ENERGÉTICOS PLUS S.A. DE C.V.,PL/3004/EXP/ES/2015,20.69176,-103.4154
,MASGAS CORPORATIVO S.A. DE C.V.,PL/3145/EXP/ES/2015,24.77069,-107.4471
,SÚPER SERVICIO CM S.A. DE C.V.,PL/3172/EXP/ES/2015,24.88891,-105.0708
,ENERGÉTICOS PLUS S.A. DE C.V.,PL/3052/EXP/ES/2015,20.56817,-103.3658
,ADMINISTRADORA DEL COLORADO S. DE R. L. DE C. V.,PL/3097/EXP/ES/2015,32.61406,-115.3817
,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,PL/3201/EXP/ES/2015,19.42769,-99.11992
,GASOLINERA LUGO S.A. DE C.V.,PL/3039/EXP/ES/2015,18.65737,-91.80193
,SÚPER SERVICIO EL POLVORIN S.A. DE C.V.,PL/3150/EXP/ES/2015,18.86774,-98.96344
,GRUPO CRESVIC S.A. DE C.V.,PL/3168/EXP/ES/2015,21.4272,-104.8989
,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,PL/3211/EXP/ES/2015,19.41599,-99.1825
,COMBUSTIBLES Y SERVICIOS QUINTANA ROO S.A. DE C.V.,PL/2793/EXP/ES/2015,20.62752,-87.08213
,SERVICIO CAPUCHINAS S.A. DE C.V.,PL/3160/EXP/ES/2015,21.36053,-101.9212
,OPERADORA RÍO COLORADO S. DE R. L. DE C. V.,PL/3197/EXP/ES/2015,32.54666,-116.6255
,GASOLINERA FELIPE ANGELES S. A.,PL/2923/EXP/ES/2015,20.66949,-103.304
,INMUEBLES VENTA DE CARPIO S.A. DE C.V.,PL/2940/EXP/ES/2015,19.79344,-99.0755
,SERVICIO TAMPICO S.A. DE C.V.,PL/2958/EXP/ES/2015,22.23251,-97.86662
,GASOLINERA MAYA DIAZ S.A. DE C.V.,PL/3089/EXP/ES/2015,16.80179,-96.67344
,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,PL/2976/EXP/ES/2015,17.99195,-94.54514
,GRUPO GARZÁN DEL PACIFICO S.A. DE C.V.,PL/2999/EXP/ES/2015,19.27115,-103.7328
,COMBUSTIBLES RAMANAY S.A. DE C.V.,PL/3103/EXP/ES/2015,21.13604,-98.43031
,ADMINISTRADORA DEL COLORADO S. DE R. L. DE C. V.,PL/3079/EXP/ES/2015,32.65251,-115.376
,COMERCIALIZADORA DE COMBUSTIBLES OCOZOCOAUTLA S.A. DE C.V.,PL/3087/EXP/ES/2015,18.0596,-93.16126
,GASOLINERA SERVICIO EL TRÉBOL S.A. DE C.V. DE R. L.,PL/3162/EXP/ES/2015,20.53481,-100.7099
,SERVICIOS ENERGÉTICOS AVENIDA CENTRAL S.A. DE C.V.,PL/2992/EXP/ES/2015,19.60741,-99.01091
,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",PL/2104/EXP/ES/2015,32.48493,-116.9443
,DISTRIBUIDORES MANA S.A. DE C.V.,PL/2897/EXP/ES/2015,24.05668,-104.5872
,GASOLINERA JALISCO S.A. DE C.V.,PL/2920/EXP/ES/2015,20.6844,-103.3529
,BENZINA S.A. DE C.V.,PL/3059/EXP/ES/2015,19.38786,-99.18951
,ROBERTO CALLES BADILLO,PL/1664/EXP/ES/2015,22.55291,-98.14952
,ENERGÉTICOS DE LA LAGUNA S.A. DE C.V.,PL/1923/EXP/ES/2015,25.82711,-100.2873
,DAGAL S.A. DE C.V.,PL/2899/EXP/ES/2015,32.61418,-115.4408
,SERVICIO GARZA FLORES S.A. DE C.V.,PL/2919/EXP/ES/2015,25.58504,-99.98946
,SERVICIO ABURTO S.A. DE C.V.,PL/2969/EXP/ES/2015,22.04554,-98.18472
,SRYGAS S.A. DE C.V.,PL/2928/EXP/ES/2015,25.73358,-100.1991
,SERVICIO CORONA S.A. DE C.V.,PL/3003/EXP/ES/2015,22.12472,-100.9162
,ÓSCAR MALDONADO PARRA,PL/2937/EXP/ES/2015,28.39595,-106.9603
,GASOLINERA EL JAIBO S.A. DE C.V.,PL/2986/EXP/ES/2015,22.04575,-98.19103
,SERVICIOS EL ESPINAL S.A. DE C.V.,PL/3080/EXP/ES/2015,24.1177,-106.8837
,ADMINISTRADORA DEL COLORADO S. DE R. L. DE C. V.,PL/2971/EXP/ES/2015,32.60046,-115.3707
,RUGA COMBUSTIBLES S.A. DE C.V.,PL/3111/EXP/ES/2015,25.78045,-100.3976
,SERVICIO GASOLINERO INTEGRAL AZTECA S.A. DE C.V.,PL/3158/EXP/ES/2015,18.82158,-98.94832
,GRUPO GASOLINERO LM S.A. DE C.V.,PL/3029/EXP/ES/2015,29.10294,-110.9135
,BUGAS S.A. DE C.V.,PL/3055/EXP/ES/2015,19.01707,-98.21441
,INMOBILIARIA CORBELI S.A. DE C.V.,PL/3212/EXP/ES/2015,20.49651,-100.842
,GASOLINERA BARAJAS S.A. DE C.V.,PL/2927/EXP/ES/2015,20.85699,-103.2498
,SOVAL S.A. DE C.V.,PL/2970/EXP/ES/2015,25.62789,-108.7224
,LAS MEJORES ESTACIONES S.A DE C.V,PL/3025/EXP/ES/2015,20.29996,-99.89843
,OLMECA DG S.A. DE C.V.,PL/3108/EXP/ES/2015,17.98774,-92.96774
,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,PL/3200/EXP/ES/2015,19.41566,-99.15476
,"COMBUSTIBLES ALCE, S.A. DE C.V.",PL/2977/EXP/ES/2015,20.67095,-103.2965
,SÚPER SERVICIO NAUMEX S.A. DE C.V.,PL/2909/EXP/ES/2015,19.45987,-99.25488
,SERVICIO ESCOCERRA S.A. DE C.V.,PL/3011/EXP/ES/2015,25.36654,-108.1525
,"LUBRICANTES Y ENERGIA DE CHIAPAS, S.A. DE C.V.",PL/1567/EXP/ES/2015,16.75515,-93.13985
,SERVICIO CUAUTLAPAN S.A. DE C.V.,PL/2916/EXP/ES/2015,18.79152,-97.19395
,ENERGÉTICOS DE LA LAGUNA S.A. DE C.V.,PL/1840/EXP/ES/2015,25.796,-100.5856
,RED SIGLO XXI S.A. DE C.V.,PL/2908/EXP/ES/2015,21.93241,-102.3214
,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,PL/2987/EXP/ES/2015,18.11435,-94.44755
,"PETROMAX, S.A. DE C.V.",PL/3002/EXP/ES/2015,25.5968,-103.3818
,SERVICIO SOLORZANO LÓPEZ S.A. DE C.V.,PL/3026/EXP/ES/2015,16.89845,-92.0779
,GRUPO GASOLINERO DEL SUR S.A. DE C.V.,PL/1666/EXP/ES/2015,19.53498,-98.88785
,SÚPER SERVICIO EL QUINTO S.A. DE C.V.,PL/3092/EXP/ES/2015,21.97701,-98.97204
,GASOLINERA CONSTITUCIÓN S.A. DE C.V.,PL/1421/EXP/ES/2015,20.72273,-103.3744
,SERVICIO VILLADA S.A. DE C.V.,PL/1820/EXP/ES/2015,19.37793,-99.00884
,SÚPER SERVICIO GASOLINERO DEL SUR S.A. DE C.V.,PL/2994/EXP/ES/2015,19.23084,-101.4558
,SERVICIO MIRAMONTES S. A.,PL/3151/EXP/ES/2015,19.36992,-99.13747
,SÚPER SERVICIO ABASTOS S.A. DE C.V.,PL/3077/EXP/ES/2015,22.14078,-100.9241
,ADMINISTRADORA DEL COLORADO S. DE R. L. DE C. V.,PL/3015/EXP/ES/2015,32.60934,-115.4386
,GENSA AUTO SERVICIO EXPRESS S.A. DE C.V.,PL/2791/EXP/ES/2015,25.80179,-100.1569
,SERVICIO LOS CUES S.A. DE C.V.,PL/2910/EXP/ES/2015,20.57249,-100.2674
,ESTACIÓN DE SERVICIO LATILLAS S.A. DE C.V.,PL/3037/EXP/ES/2015,25.55979,-103.5246
,"ALTROGAS, S.A. DE C.V.",PL/3008/EXP/ES/2015,24.75473,-107.4071
,SERVICIO VIALIDAD S.A. DE C.V.,PL/3114/EXP/ES/2015,28.61572,-106.0783
,COMBUSTIBLES Y LUBRICANTES AVILA CAMACHO S.A. DE C.V.,PL/3038/EXP/ES/2015,20.97435,-89.58566
,SERVICIO CACALILAO S.A. DE C.V.,PL/2933/EXP/ES/2015,22.15341,-98.16218
,ENTRONQUE SANTA CLARA S.A. DE C.V.,PL/3013/EXP/ES/2015,28.01159,-110.9328
,FONATUR OPERADORA PORTUARIA S.A. DE C.V.,PL/3024/EXP/ES/2015,15.76486,-96.1207
,ESTACIÓN ESCOBEDO S.A. DE C.V.,PL/3165/EXP/ES/2015,24.29033,-107.2647
,GAS ABASTO S.A. DE C.V.,PL/3188/EXP/ES/2015,19.38372,-99.09276
,SERVICIO REGIO SIETE S.A. DE C.V.,PL/2768/EXP/ES/2015,18.00202,-94.57953
,SERVICIO AMBARHATI S. DE R. L. DE C. V.,PL/2924/EXP/ES/2015,19.85346,-102.04
,ESTACIÓN DE SERVICIO MOCORITO S.A. DE C.V.,PL/3138/EXP/ES/2015,25.48104,-107.9218
,GAS LA CAÑADA S.A. DE C.V.,PL/3159/EXP/ES/2015,19.16086,-100.1064
,SERVICIOS SAN JUAN S.A. DE C.V.,PL/2915/EXP/ES/2015,19.24233,-103.7537
,SERVICIO LOMAS DE CHALCO S.A. DE C.V.,PL/1821/EXP/ES/2015,19.29044,-98.87965
,Servicios Ecológicos de Escárcega S.A. de C.V.,PL/3017/EXP/ES/2015,20.36029,-102.4501
,SERVICIO FAPILO S.A. DE C.V.,PL/2007/EXP/ES/2015,20.48743,-103.5535
,SERVICIO EL CHINO S.A. DE C.V.,PL/2896/EXP/ES/2015,24.0728,-104.5942
,COMBUSTIBLES ORO S.A. DE C.V.,PL/2956/EXP/ES/2015,32.33744,-117.0503
,SERVICIO BOCA S.A. DE C.V.,PL/3045/EXP/ES/2015,19.21568,-96.16934
,SERVICIO EL RETACHE S.A. DE C.V.,PL/2954/EXP/ES/2015,21.99266,-99.00116
,COMBUSTIBLES PLATA S.A. DE C.V.,PL/2955/EXP/ES/2015,32.52148,-116.9868
,RUGA COMBUSTIBLES S.A. DE C.V.,PL/3126/EXP/ES/2015,25.6877,-100.1883
,Servicio Escoserra S.A. de C.V.,PL/3010/EXP/ES/2015,24.80434,-107.4642
,OPERADORA EL GUANTON S.A. DE C.V.,PL/3085/EXP/ES/2015,20.61111,-101.4295
,ADMINISTRADORA DEL COLORADO S. DE R. L. DE C. V.,PL/2993/EXP/ES/2015,31.84464,-116.6078
,ADMINISTRADORA DEL COLORADO S. DE R. L. DE C. V.,PL/3093/EXP/ES/2015,32.57262,-116.6359
,COMBUSTIBLES Y LUBRICANTES MARÍA LUISA S.A. DE C.V.,PL/3028/EXP/ES/2015,20.93675,-89.60419
,GRUPO FERCHE S.A. DE C.V.,PL/2975/EXP/ES/2015,19.68547,-96.40954
,GRUPO RAM VAL S.A. DE C.V.,PL/2990/EXP/ES/2015,19.58123,-98.92041
,GASOLINERA LOS ANGELES DE HUEJOTZINGO S.A. DE C.V.,PL/3178/EXP/ES/2015,19.14714,-98.39169
,INDUSTRIAL TURISTICA ANCRA S.A. DE C.V.,PL/3184/EXP/ES/2015,20.69799,-100.4366
,ESTEFANIA PÉREZ RUIZ,PL/2978/EXP/ES/2015,19.30034,-99.0504
,VIRGINIA VANESSA LIEVANO MORENO,PL/3099/EXP/ES/2015,16.52884,-92.44567
,MULTISERVICIOS YAXCHILAN S.A. DE C.V.,PL/2938/EXP/ES/2015,17.5025,-91.99117
,JEZAM COMBUSTIBLES S.A. DE C.V.,PL/2902/EXP/ES/2015,24.02812,-104.6518
,SERVICIOS GONRI S.A. DE C.V.,PL/2866/EXP/ES/2015,21.03051,-101.5454
,COMBUSTIBLES Y SERVICIOS QUINTANA ROO S.A. DE C.V.,PL/2779/EXP/ES/2015,20.85501,-86.89822
,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,PL/3209/EXP/ES/2015,19.40181,-99.12545
,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,PL/2911/EXP/ES/2015,17.94933,-92.7868
,SERVICIO BEGONIA S.A. DE C.V.,PL/2944/EXP/ES/2015,19.63653,-99.00254
,SÚPER SERVICIO DE LA HUASTECA S.A. DE C.V.,PL/2979/EXP/ES/2015,22.04536,-98.19193
,DISTRIBUIDORA DE COMBUSTIBLES MAZATL S.A. DE C.V.,PL/2991/EXP/ES/2015,20.63205,-103.3807
,SUPERSERVICIO JOSÉ LUIS S.A. DE C.V.,PL/3009/EXP/ES/2015,19.69528,-102.4946
,DINOGAS S.A. DE C.V.,PL/3116/EXP/ES/2015,16.73766,-93.06319
,SERVICIO NIÑOS HÉROES S.A. DE C.V.,PL/3131/EXP/ES/2015,20.66663,-103.3628
,ORIENTE DE ESPINAL S.A. DE C.V.,PL/7359/EXP/ES/2015,20.27605,-97.48745
,SERVICIO SANTA ISABEL S.A. DE C.V.,PL/6035/EXP/ES/2015,19.69937,-101.1543
,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/5057/EXP/ES/2015,20.57324,-100.4693
,SOCIEDAD COOPERATIVA AGROPECUARIA DE LA COMARCA LAGUNERA S. C. L.,PL/5857/EXP/ES/2015,25.53775,-103.4032
,MULTISERVICIOS LA ESTACIÓN S.A. DE C.V.,PL/6045/EXP/ES/2015,19.6933,-101.2225
,MULTISERVICIOS DEL CRUCERO S.A. DE C.V.,PL/6047/EXP/ES/2015,19.70517,-101.2249
,"LAS MEJORES ESTACIONES, S.A DE C.V",PL/5059/EXP/ES/2015,20.57001,-100.2959
,SERVICIO REAL DE MORELIA S.A. DE C.V.,PL/6029/EXP/ES/2015,19.72552,-101.2014
,EXPRESS LOS BECOS S.A. DE C.V.,PL/5058/EXP/ES/2015,24.63616,-107.2715
,MULTISERVICIOS DEL PEDREGAL S.A. DE C.V.,PL/6025/EXP/ES/2015,19.67308,-101.2112
,SERVICIO QUINCEO S.A. DE C.V.,PL/6080/EXP/ES/2015,19.7256,-101.2243
,COMBUSTIBLES PENINSULARES DEL SURESTE S.A. DE C.V.,PL/6269/EXP/ES/2015,20.62332,-87.08785
,MULTISERVICIOS SAN ANGEL S.A. DE C.V.,PL/6177/EXP/ES/2015,19.67385,-101.2046
,PRESTADORA DE SERVICIOS DESEO S.A. DE C.V.,PL/5060/EXP/ES/2015,19.58133,-99.20363
,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/5056/EXP/ES/2015,20.53064,-100.8354
,SERVICIO PRINCIPAL S.A. DE C.V.,PL/6181/EXP/ES/2015,19.66122,-101.2359
,SOCIEDAD COOPERATIVA AGROPECUARIA DE LA COMARCA LAGUNERA S. C. L.,PL/6474/EXP/ES/2015,25.55641,-103.4744
,MULTISERVICIOS DEL ORIENTE S.A. DE C.V.,PL/6074/EXP/ES/2015,19.71873,-101.1779
,ESTACIÓN DE SERVICIO PLEYADES S.A. DE C.V.,PL/5055/EXP/ES/2015,20.64252,-103.4124
,MINIMERCADOS MEXICANOS S. DE R. L. DE C. V.,PL/8143/EXP/ES/2015,32.32577,-117.0498
,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",PL/8132/EXP/ES/2015,32.54279,-116.9304
,LAS MEJORES ESTACIONES S.A DE C.V,PL/8140/EXP/ES/2015,19.65907,-99.1831
,ESTACIÓN DE CARGA PERIFÉRICO SUR LM S.A. DE C.V.,PL/8139/EXP/ES/2015,19.36143,-99.22291
,SERVICIO PANORAMICA S.A. DE C.V.,PL/8142/EXP/ES/2015,21.03161,-101.2577
,SÚPER SERVICIO GRANJAS S. A.,PL/8136/EXP/ES/2015,19.49115,-99.1731
,GASOLINERA BALLESTEROS IBARRA S.A. DE C.V.,PL/8141/EXP/ES/2015,25.18781,-99.82352
,SERVICIO GASOLINERO EL PRIMO S.A. DE C.V.,PL/8133/EXP/ES/2015,24.00451,-104.6814
,GRUPO PROLGAS S.A. DE C.V.,PL/8134/EXP/ES/2015,20.63011,-103.4353
,"GPDC Estaciones de Servicio, S. A. DE C. V.",PL/8147/EXP/ES/2015,19.45798,-99.11799
,SÚPER SERVICIO JIQUILPAN S.A. DE C.V.,PL/8138/EXP/ES/2015,20.00074,-102.7176
,ESTACIÓN DE CARGA PERIFÉRICO SUR LM S.A. DE C.V.,PL/8135/EXP/ES/2015,19.38359,-99.19888
,PAVIRO S.A. DE C.V.,PL/8137/EXP/ES/2015,19.33844,-99.21371
,CONSORCIO SARI S.A. DE C.V.,PL/8145/EXP/ES/2015,18.2564,-93.21741
,SERVICIO BEGONIA S.A. DE C.V.,PL/8144/EXP/ES/2015,19.50611,-99.05642
,GRUPO GASOLINERO ROMA S.A. DE C.V.,PL/10290/EXP/ES/2015,17.51852,-93.11903
,SERVICIO EL AGUILA DEL NORTE S.A. DE C.V.,PL/9931/EXP/ES/2015,28.69392,-100.5346
,CORPORATIVO DE COMBUSTIBLE DEL SURESTE S.A. DE C.V.,PL/9933/EXP/ES/2015,16.76714,-93.29424
,IMPULSORA COMERCIAL OCOZOCOAUTLA S.A. DE C.V.,PL/9932/EXP/ES/2015,16.75753,-93.38129
,GRUPO EMPRESARIAL OCOZOCOAUTLA S.A. DE C.V.,PL/9934/EXP/ES/2015,16.75694,-93.32938
,OPERADORA GALMA S.A. DE C.V.,PL/9942/EXP/ES/2015,28.69213,-100.5238
,BAJACACTUS SERVICIOS TURÍSTICOS S.A. DE C.V.,PL/9940/EXP/ES/2015,30.0602,-115.7258
,COMBUSTIBLES Y LUBRICANTES DE LA VEINTISÉIS S.A. DE C.V.,PL/9935/EXP/ES/2015,18.64749,-91.83796
,MULTISERVICIOS ESPECIALIZADOS OCOZOCOAUTLA S.A. DE C.V.,PL/9939/EXP/ES/2015,15.37474,-92.23011
,GASOLINERA EL GANADERO S.A. DE C.V.,PL/9936/EXP/ES/2015,24.13107,-110.3254
,GASOLINERA EL GANADERO S.A. DE C.V.,PL/9937/EXP/ES/2015,24.13963,-110.3171
,DIAZ GAS S.A. DE C.V.,PL/9938/EXP/ES/2015,31.67629,-106.4767
,DIAZ GAS S.A. DE C.V.,PL/9941/EXP/ES/2015,31.59713,-106.3824
,"SERVICIOS EXPRESS GUPA, S.A. DE C.V.",PL/9943/EXP/ES/2015,24.75106,-107.3562
,AUTO SERVICIO TREJO S.A. DE C.V.,PL/9944/EXP/ES/2015,21.81635,-103.7735
,YLIGARZA S.A. DE C.V.,PL/9945/EXP/ES/2015,25.77071,-100.2647
,SÚPER SERVICIO ABY S.A. DE C.V.,PL/9946/EXP/ES/2015,24.75563,-107.695
,ECOGAS NUEVO TERAN S.A. DE C.V.,PL/9947/EXP/ES/2015,16.71996,-93.17366
,ENERGÉTICOS DE TAMAZUNCHALE S.A. DE C.V.,PL/9948/EXP/ES/2015,21.25004,-98.75262
,GASOLINERA EL JOBO S.A. DE C.V.,PL/9949/EXP/ES/2015,16.6973,-93.10823
,SÚPER SERVICIO ABY S.A. DE C.V.,PL/9950/EXP/ES/2015,23.93204,-106.4312
,SERVICIOS MGM S.A. DE C.V.,PL/9951/EXP/ES/2015,15.70463,-91.99814
,MULTISERVICIO TAMAZUNCHALE S.A. DE C.V.,PL/9952/EXP/ES/2015,21.2576,-98.80241
,COMBUSTIBLES LUBRICANTES Y SERVICIO YUCALPETEN SA,PL/9953/EXP/ES/2015,21.27539,-89.70094
,GASOLINERA LA LINEA S.A. DE C.V.,PL/9954/EXP/ES/2015,15.36959,-92.24305
,"""CENTRO DE SERVICIOS REAL 24"", S.A. DE C.V.",PL/9955/EXP/ES/2015,19.83158,-99.90763
,SERVICIO ACOSTA S.A. DE C.V.,PL/9956/EXP/ES/2015,21.26046,-98.78646
,ENERGÉTICOS DE VALLES S.A. DE C.V.,PL/9957/EXP/ES/2015,21.9984,-99.01095
,SERVIGAS BROCA SA DE CV,PL/9958/EXP/ES/2015,28.56849,-111.3909
,COMBUSTIBLES LUBRICANTES Y SERVICIO YUCALPETEN SA,PL/9959/EXP/ES/2015,21.27276,-89.70383
,SERVICIO IZAMAL S.A. DE C.V.,PL/9960/EXP/ES/2015,20.93346,-89.02056
,GASOLINERA LA LINEA S.A. DE C.V.,PL/9961/EXP/ES/2015,15.68327,-92.00428
,ENERGÉTICOS DE LA HUASTECA S.A. DE C.V.,PL/9962/EXP/ES/2015,21.97791,-99.00449
,GASOLINERA LA LINEA S.A. DE C.V.,PL/9963/EXP/ES/2015,15.68581,-92.04084
,COMBUSTIBLES Y REFINADOS JARDINES S.A. DE C.V.,PL/9964/EXP/ES/2015,17.59987,-99.17805
,SERVICIOS FRONTERA SUR S.A. DE C.V.,PL/9965/EXP/ES/2015,15.65085,-92.14404
,ENERGÉTICOS EL INGENIO S.A. DE C.V.,PL/9967/EXP/ES/2015,22.00731,-99.03283
,MANUEL MARTINEZ MÁRQUEZ,PL/9966/EXP/ES/2015,28.38552,-105.4395
,"OPERADORA RIO COLORADO, S. DE R.L. DE C.V.",PL/9968/EXP/ES/2015,27.48315,-109.9432
,ESTACIÓN DE SERVICIO LAS FLORES S.A. DE C.V.,PL/9969/EXP/ES/2015,25.97002,-108.892
,GUILLERMO MARTINEZ MÁRQUEZ,PL/9970/EXP/ES/2015,28.39145,-105.6214
,GASOLINERA ALLAS S.A. DE C.V.,PL/9971/EXP/ES/2015,18.98086,-98.19596
,"GPDC Estaciones de Servicio, S. A. DE C. V.",PL/9972/EXP/ES/2015,18.99373,-98.22421
,HERMILA ASCENCIO RUEDA,PL/9973/EXP/ES/2015,20.56469,-101.1843
,PETRO SERVICIOS DE OCCIDENTE S.A. DE C.V.,PL/9974/EXP/ES/2015,20.49921,-103.3401
,MARGARITA SOLIS MUÑIZ,PL/9975/EXP/ES/2015,28.68087,-106.0024
,SERVICIOS LA VIRGEN S.A. DE C.V.,PL/9976/EXP/ES/2015,20.46232,-100.0988
,AUTOSERVICIO QUERETANO S.A. DE C.V.,PL/9977/EXP/ES/2015,20.65376,-100.3441
,SERVICIO VILLANUEVA S.A. DE C.V.,PL/9978/EXP/ES/2015,22.36256,-102.8845
,CARBURANTES EL CARRIZO S.A. DE C.V.,PL/9979/EXP/ES/2015,27.51252,-99.55907
,SERVICIO RG S.A. DE C.V.,PL/9980/EXP/ES/2015,28.72277,-106.143
,"ESTACION DE SERVICIO PUERTA GRANDE,  S. DE R.L. DE C.V.",PL/9981/EXP/ES/2015,32.46336,-116.8113
,OPERADORA ADCLA S.A. DE C.V.,PL/9982/EXP/ES/2015,19.54499,-99.27259
,GASOLINERA LAS TRUCHAS S.A. DE C.V.,PL/9983/EXP/ES/2015,17.95762,-102.2159
,SERVICIOS GASOLINEROS DE MÉXICO S.A. DE C.V.,PL/9984/EXP/ES/2015,20.64242,-100.4155
,COMBUSTIBLES PLATANITO S.A. DE C.V.,PL/9985/EXP/ES/2015,20.44519,-103.2458
,GASOIL TECNOLOGIAS S. A. P. I. DE C. V.,PL/10005/EXP/ES/2015,19.80131,-97.30963
,GASOIL TECNOLOGIAS S. A. P. I. DE C. V.,PL/10006/EXP/ES/2015,19.21491,-96.18413
,ICVER S.A. DE C.V.,PL/10007/EXP/ES/2015,18.90649,-96.99704
,HIDROSINA PLUS S. A. P. I. DE C. V.,PL/10008/EXP/ES/2015,14.90402,-92.2475
,SERVICIO PEDREGAL DEL GOLFO S.A. DE C.V.,PL/10017/EXP/ES/2015,17.62291,-93.50216
,ESTACIONES GARE S.A. DE C.V.,PL/10011/EXP/ES/2015,25.98728,-98.1106
,MARTHA PATRICIA VARGAS VEGA,PL/10012/EXP/ES/2015,20.37656,-101.0561
,HOYO TRES S.A. DE C.V.,PL/10014/EXP/ES/2015,20.35971,-87.34275
